date,framework_status-etat_cadre,notification_permission-permission_notif,count-nombre
2021-09-07,enabled-active,granted-autorise,2522
2021-09-07,enabled-active,denied-refuse,<20
2021-09-07,disabled-desactive,blocked-bloque,97
2021-09-07,disabled-desactive,granted-autorise,1058
2021-09-07,disabled-desactive,denied-refuse,<20
2021-09-08,enabled-active,blocked-bloque,81
2021-09-08,enabled-active,granted-autorise,2429
2021-09-08,enabled-active,denied-refuse,<20
2021-09-08,disabled-desactive,blocked-bloque,73
2021-09-08,disabled-desactive,granted-autorise,1062
2021-09-08,disabled-desactive,denied-refuse,<20
2021-09-09,enabled-active,blocked-bloque,74
2021-09-09,enabled-active,granted-autorise,2258
2021-09-09,enabled-active,denied-refuse,<20
2021-09-09,disabled-desactive,blocked-bloque,73
2021-09-09,disabled-desactive,granted-autorise,1053
2021-09-09,disabled-desactive,denied-refuse,<20
2021-09-10,enabled-active,blocked-bloque,75
2021-09-10,enabled-active,granted-autorise,2044
2021-09-10,enabled-active,denied-refuse,<20
2021-09-10,disabled-desactive,blocked-bloque,64
2021-09-10,disabled-desactive,granted-autorise,879
2021-09-10,disabled-desactive,denied-refuse,<20
2021-09-11,enabled-active,blocked-bloque,63
2021-09-11,enabled-active,granted-autorise,2012
2021-09-11,enabled-active,denied-refuse,<20
2021-09-11,disabled-desactive,blocked-bloque,66
2021-09-11,disabled-desactive,granted-autorise,792
2021-09-11,disabled-desactive,denied-refuse,<20
2021-09-12,enabled-active,blocked-bloque,68
2021-09-12,enabled-active,granted-autorise,1960
2021-09-12,enabled-active,denied-refuse,<20
2021-09-12,disabled-desactive,blocked-bloque,53
2021-09-12,disabled-desactive,granted-autorise,771
2021-09-12,disabled-desactive,denied-refuse,<20
2021-09-13,enabled-active,blocked-bloque,79
2021-09-13,enabled-active,granted-autorise,2380
2021-09-13,enabled-active,denied-refuse,<20
2021-09-13,disabled-desactive,blocked-bloque,59
2021-09-13,disabled-desactive,granted-autorise,916
2021-09-13,disabled-desactive,denied-refuse,<20
2021-09-14,enabled-active,blocked-bloque,66
2021-09-14,enabled-active,granted-autorise,2265
2021-09-14,enabled-active,denied-refuse,<20
2021-09-14,disabled-desactive,blocked-bloque,63
2021-09-14,disabled-desactive,granted-autorise,879
2021-09-14,disabled-desactive,denied-refuse,<20
2021-09-15,enabled-active,blocked-bloque,74
2021-09-15,enabled-active,granted-autorise,2341
2021-09-15,enabled-active,denied-refuse,<20
2021-09-15,disabled-desactive,blocked-bloque,68
2021-09-15,disabled-desactive,granted-autorise,982
2021-09-15,disabled-desactive,denied-refuse,<20
2021-09-16,enabled-active,blocked-bloque,96
2021-09-16,enabled-active,granted-autorise,2534
2021-09-16,enabled-active,denied-refuse,<20
2021-09-16,disabled-desactive,blocked-bloque,68
2021-09-16,disabled-desactive,granted-autorise,890
2021-09-16,disabled-desactive,denied-refuse,<20
2021-09-17,enabled-active,blocked-bloque,69
2021-09-17,enabled-active,granted-autorise,2229
2021-09-17,enabled-active,denied-refuse,<20
2021-09-17,disabled-desactive,blocked-bloque,70
2021-09-17,disabled-desactive,granted-autorise,847
2021-09-17,disabled-desactive,denied-refuse,<20
2021-09-18,enabled-active,blocked-bloque,51
2021-09-18,enabled-active,granted-autorise,1841
2021-09-18,enabled-active,denied-refuse,<20
2021-09-18,disabled-desactive,blocked-bloque,63
2021-09-18,disabled-desactive,granted-autorise,859
2021-09-18,disabled-desactive,denied-refuse,<20
2021-09-19,enabled-active,blocked-bloque,57
2021-09-19,enabled-active,granted-autorise,1875
2021-09-19,enabled-active,denied-refuse,<20
2021-09-19,disabled-desactive,blocked-bloque,60
2021-09-19,disabled-desactive,granted-autorise,823
2021-09-19,disabled-desactive,denied-refuse,<20
2021-09-20,enabled-active,blocked-bloque,50
2021-09-20,enabled-active,granted-autorise,2168
2021-09-20,enabled-active,denied-refuse,<20
2021-09-20,disabled-desactive,blocked-bloque,73
2021-09-20,disabled-desactive,granted-autorise,936
2021-09-20,disabled-desactive,denied-refuse,<20
2021-09-21,enabled-active,blocked-bloque,40
2021-09-21,enabled-active,granted-autorise,1293
2021-09-21,enabled-active,denied-refuse,<20
2021-09-21,disabled-desactive,blocked-bloque,44
2021-09-21,disabled-desactive,granted-autorise,645
2021-09-21,disabled-desactive,denied-refuse,<20
2021-09-22,enabled-active,blocked-bloque,80
2021-09-22,enabled-active,granted-autorise,2838
2021-09-22,enabled-active,denied-refuse,<20
2021-09-22,disabled-desactive,blocked-bloque,100
2021-09-22,disabled-desactive,granted-autorise,1254
2021-09-22,disabled-desactive,denied-refuse,<20
2021-09-23,enabled-active,blocked-bloque,84
2021-09-23,enabled-active,granted-autorise,2697
2021-09-23,enabled-active,denied-refuse,<20
2021-09-23,disabled-desactive,blocked-bloque,80
2021-09-23,disabled-desactive,granted-autorise,1147
2021-09-23,disabled-desactive,denied-refuse,<20
2021-09-24,enabled-active,blocked-bloque,90
2021-09-24,enabled-active,granted-autorise,2800
2021-09-24,enabled-active,denied-refuse,<20
2021-09-24,disabled-desactive,blocked-bloque,68
2021-09-24,disabled-desactive,granted-autorise,1088
2021-09-24,disabled-desactive,denied-refuse,<20
2021-09-25,enabled-active,blocked-bloque,65
2021-09-25,enabled-active,granted-autorise,2826
2021-09-25,enabled-active,denied-refuse,<20
2021-09-25,disabled-desactive,blocked-bloque,74
2021-09-25,disabled-desactive,granted-autorise,1188
2021-09-25,disabled-desactive,denied-refuse,<20
2021-09-26,enabled-active,blocked-bloque,72
2021-09-26,enabled-active,granted-autorise,2272
2021-09-26,enabled-active,denied-refuse,<20
2021-09-26,disabled-desactive,blocked-bloque,61
2021-09-26,disabled-desactive,granted-autorise,971
2021-09-26,disabled-desactive,denied-refuse,<20
2021-09-27,enabled-active,blocked-bloque,73
2021-09-27,enabled-active,granted-autorise,2336
2021-09-27,enabled-active,denied-refuse,<20
2021-09-27,disabled-desactive,blocked-bloque,78
2021-09-27,disabled-desactive,granted-autorise,1027
2021-09-27,disabled-desactive,denied-refuse,<20
2021-09-28,enabled-active,blocked-bloque,74
2021-09-28,enabled-active,granted-autorise,2601
2021-09-28,enabled-active,denied-refuse,<20
2021-09-28,disabled-desactive,blocked-bloque,87
2021-09-28,disabled-desactive,granted-autorise,1078
2021-09-28,disabled-desactive,denied-refuse,<20
2021-09-29,enabled-active,blocked-bloque,54
2021-09-29,enabled-active,granted-autorise,2266
2021-09-29,enabled-active,denied-refuse,<20
2021-09-29,disabled-desactive,blocked-bloque,68
2021-09-29,disabled-desactive,granted-autorise,941
2021-09-29,disabled-desactive,denied-refuse,<20
2021-09-30,enabled-active,blocked-bloque,66
2021-09-30,enabled-active,granted-autorise,1945
2021-09-30,enabled-active,denied-refuse,<20
2021-09-30,disabled-desactive,blocked-bloque,68
2021-09-30,disabled-desactive,granted-autorise,858
2021-09-30,disabled-desactive,denied-refuse,<20
2021-10-01,enabled-active,blocked-bloque,54
2021-10-01,enabled-active,granted-autorise,1969
2021-10-01,enabled-active,denied-refuse,<20
2021-10-01,disabled-desactive,blocked-bloque,56
2021-10-01,disabled-desactive,granted-autorise,836
2021-10-01,disabled-desactive,denied-refuse,<20
2021-10-02,enabled-active,blocked-bloque,59
2021-10-02,enabled-active,granted-autorise,1874
2021-10-02,enabled-active,denied-refuse,<20
2021-10-02,disabled-desactive,blocked-bloque,40
2021-10-02,disabled-desactive,granted-autorise,796
2021-10-02,disabled-desactive,denied-refuse,<20
2021-10-03,enabled-active,blocked-bloque,32
2021-10-03,enabled-active,granted-autorise,1103
2021-10-03,enabled-active,denied-refuse,<20
2021-10-03,disabled-desactive,blocked-bloque,27
2021-10-03,disabled-desactive,granted-autorise,478
2021-10-03,disabled-desactive,denied-refuse,<20
